type, total_sales, name
Curry, 10, UA Curry 2 Black History Month
Curry, 16, UA Curry 2 Black Knight
Curry, 29, UA Curry 2 Dub Nation Away
Curry, 39, UA Curry 2 Dub Nation Home
Curry, 16, UA Curry 2 Electric Blue
Curry, 19, UA Curry 2 Elite
Curry, 5, UA Curry 2 Father to Son
Curry, 43, UA Curry 2 Floor General
Curry, 23, UA Curry 2 Gold Rings
Curry, 6, UA Curry 2 Haight Street
Curry, 13, UA Curry 2 Iron Forges Iron
Curry, 8, UA Curry 2 Long Shot
Curry, 4, UA Curry 2 Low Athletics
Curry, 11, UA Curry 2 Low Chef
Curry, 3, UA Curry 2 Low Energy
Curry, 1, UA Curry 2 Low San Francisco Giants
Curry, 2, UA Curry 2 Low The Essential
Curry, --, UA Curry 2 Low The Hook
Curry, 3, UA Curry 2 Mothers Day
Curry, 15, UA Curry 2 Northern Lights
Curry, 16, UA Curry 2 Professional
Curry, 12, UA Curry 2 Providence Road
Curry, 2, UA Curry 2 Rainmaker
Curry, 6, UA Curry 2 Rainmaker Graystorm
Curry, 26, UA Curry 2 Suit and Tie
Curry, 9, UA Curry 2 USA
Curry, 3, UA Curry 2 Waves
Curry, 12, UA Curry 2.5 73-9
Curry, 6, UA Curry 2.5 Black Taxi
Curry, 23, UA Curry 2.5 Dub Nation
Curry, 2, UA Curry 2.5 Long Shot
Curry, 4, UA Curry 2.5 Low SC 30 Select
Curry, 2, UA Curry 2.5 Miami
Curry, 6, UA Curry 2.5 Red Black
Curry, 1, UA Curry 2.5 SC30 Select
Curry, 1, UA Curry 2.5 USA
Curry, --, UA Curry 3 122 All Star
Curry, 10, UA Curry 3 Brass Band
Curry, 2, UA Curry 3 Chinese New Year
Curry, --, UA Curry 3 Dark Horse
Curry, --, UA Curry 3 Davidson
Curry, 28, UA Curry 3 Dub Nation Heritage
Curry, 1, UA Curry 3 Dub Nation Home
Curry, --, UA Curry 3 Flight Jacket
Curry, 1, UA Curry 3 Full Circle
Curry, --, UA Curry 3 Grey Matter
Curry, 3, UA Curry 3 Magi
Curry, 8, UA Curry 3 Raw Sugar
Curry, --, UA Curry 3 Red Hot Santa
Curry, 5, UA Curry 3 Reign Water
Curry, 6, UA Curry 3 SC Camo
Curry, 70, UA Curry Pack Back 2 Back MVP
Curry, 7, Under Armour Curry 1 Low Two-A-Days
Curry, --, Under Armour Curry 1 Mid Lux Blackout Navy
Curry, 10, Under Armour Curry 1 Shoe Palace 25th Anniversary
Curry, 1, Under Armour Curry 2.5 White Black
Curry, --, Under Armour Curry 3 Black Carolina
Curry, --, Under Armour Curry 3 Grey Matter Green
Curry, --, Under Armour Curry 3 White Blackout Navy
Curry, --, Under Armour Curry 3Zero Warriors Away
Curry, 22, Under Armour Curry 4 All-Star (2018)
Curry, 1, Under Armour Curry 4 Black White (GS)
Curry, 21, Under Armour Curry 4 Cal
Curry, 138, Under Armour Curry 4 Flushed Pink
Curry, 32, Under Armour Curry 4 Home
Curry, 1, Under Armour Curry 4 Low Baja
Curry, 4, Under Armour Curry 4 Low Grove Green
Curry, 3, Under Armour Curry 4 Low Merlot
Curry, 5, Under Armour Curry 4 Low NBA Jam
Curry, 26, Under Armour Curry 4 Low Nothing But Nets
Curry, --, Under Armour Curry 4 Low Orange
Curry, 101, Under Armour Curry 4 More Dimes
Curry, 11, Under Armour Curry 4 More Magic
Curry, 22, Under Armour Curry 4 More Range
Curry, 17, Under Armour Curry 4 Overcast Grey
Curry, 28, Under Armour Curry 4 Red Black Gum
Curry, 17, Under Armour Curry 4 Shoe Palace 25th Anniversary
Curry, 20, Under Armour Curry 4 Team Royal
Curry, 136, Under Armour Curry 4 White Black
Curry, 140, Under Armour Curry 4 White Gold
Curry, --, Under Armour Curry 4 White Gold (GS)
Curry, 81, Under Armour Curry 5 Black Gold
Curry, 14, Under Armour Curry 5 Black Multi-Color
Curry, 1, Under Armour Curry 5 Chef Curry
Curry, 30, Under Armour Curry 5 Copper
Curry, 18, Under Armour Curry 5 Grey Gum
Curry, 11, Under Armour Curry 5 Moroccan Blue
Curry, 246, Under Armour Curry 5 Pi Day
Curry, --, Under Armour Curry 5 Tan Gum
Curry, 68, Under Armour Curry 5 Welcome Home
Curry, 4, Under Armour Curry 5 White
Curry, 11, Under Armour Curry 5 White Confetti
Curry, 80, Under Armour Curry 5 White Gold
Curry, 33, Under Armour Curry 5 Wired Different
Curry, 2, Under Armour Curry 5 Yellow Orange
Curry, 65, Under Armour Curry 6 Christmas in the Town
Curry, 62, Under Armour Curry 6 Fox Theatre
Curry, --, Under Armour Curry 6 Fox Theatre (GS)
Curry, 2, Under Armour Curry 6 Red
Curry, 1, Under Armour Curry 6 Underrated
Curry, --, Under Armour Curry 6 Underrated (GS)
Curry, 1, UA Curry 2.5 49ers
Curry, 1, Under Armour Anatomix Spawn Stephen Curry Voodoo PE
Curry, 2, Under Armour Curry 1 Lux Mid Basketball Shoe Blackout Navy-Gold-Blackout Navy
Curry, --, Under Armour Curry 1 Lux Mid Sde Black-Metallic Silver-Black
Curry, 1, Under Armour Curry 1 Lux Mid Sde Red-Black-Red
Curry, --, Under Armour SC Curry 3 Zero Taxi Yellow
Curry, --, UA Curry 3Zer0 LTD Gold
Curry, --, UA Curry 3Zer0 LTD Gold (Signed)
Curry, --, Under Armour Curry 1 Low MLB All-Star 2018
Curry, 6, Under Armour Curry 4 Champ Pack
Curry, 1, Under Armour Curry 4 Low NBA Combine
Curry, --, Under Armour Curry 4 Low Purple
Curry, 1, Under Armour Curry 4 Low Red
Curry, 3, Under Armour Curry 4 Low Yellow
Curry, --, Under Armour Curry 4 Red
Curry, --, Under Armour Curry 4 Space
Curry, --, Under Armour Curry 4 Time
Curry, --, Under Armour Curry 5 Dance Mom
Curry, --, Under Armour Curry 3 Low Black-Aluminum-Black
